CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary
660;France;Female;35;6;10076877;1;1;0;1919961
605;France;Male;35;6;0;2;1;1;4520657
511;France;Male;33;7;0;2;0;1;15831387
774;Spain;Female;43;1;11636007;1;1;0;1700414
665;Spain;Male;38;9;0;1;0;1;8741274
845;France;Male;33;8;16438553;1;1;0;15066497
850;France;Female;34;2;0;2;1;1;17170666
701;France;Male;37;8;1300915;1;1;1;12003129
600;France;Male;35;4;14374477;2;1;0;10407651
613;Spain;Male;30;9;11192745;1;1;1;17579587
509;France;Male;31;3;0;2;1;0;1536091
493;France;Male;36;9;0;2;1;1;6581653
631;Germany;Female;34;6;12522782;2;0;1;12824703
767;Germany;Female;35;6;13225322;1;1;0;11556657
631;Spain;Male;55;9;9968506;1;1;0;11447498
701;Germany;Male;38;3;12538549;2;0;1;5204466
790;Spain;Male;46;2;13136537;2;1;1;18029068
720;France;Female;38;10;0;2;1;1;5622972
493;France;Female;31;3;0;1;1;1;17657028
515;France;Female;66;6;0;2;1;1;16066311
625;France;Female;58;10;5377273;1;1;1;1920721
717;Spain;Female;39;6;0;2;1;0;9327561
595;Germany;Female;41;2;13887881;1;0;1;11226967
677;Spain;Female;25;8;13086619;1;1;0;4241021
763;Germany;Female;61;1;6610189;1;1;1;14398127
757;France;Female;49;2;0;2;0;0;16448292
848;Germany;Female;40;5;14849564;1;0;0;15885398
591;France;Male;33;9;13176572;1;1;0;11878206
709;France;Female;40;9;13156963;1;1;1;10397058
651;Spain;Female;45;10;13592316;1;1;0;1873284
714;Spain;Male;45;0;12469348;1;0;1;18719415
759;Spain;Female;35;7;14793642;1;1;1;1067857
781;France;Male;32;6;14710791;1;1;1;4006695
645;France;Male;19;9;12851484;1;0;0;17596919
597;Germany;Female;40;9;10675601;2;1;0;15116794
561;Spain;Female;28;3;0;2;1;0;19138776
672;Spain;Male;33;2;0;2;1;1;182738
762;Spain;Male;29;10;11554533;2;1;0;14825643
644;France;Male;30;5;4492888;1;1;1;1077146
640;France;Male;33;7;15457576;1;1;0;2572228
701;Spain;Female;35;9;0;2;0;0;17099686
651;Germany;Male;26;5;14703732;1;0;0;14176326
717;France;Female;25;7;10866485;2;1;0;19001185
794;Spain;Male;38;9;17958131;1;1;0;2359624
589;Germany;Male;55;7;11996148;1;1;0;6515683
637;Spain;Female;45;2;15792945;1;1;1;14513449
669;France;Male;43;1;16315985;1;0;1;156028
518;Germany;Female;41;5;11062499;1;1;0;8932767
709;Germany;Male;45;4;12291771;1;1;1;1158
557;Spain;Male;48;10;0;2;1;1;18509448
730;France;Female;22;9;6576357;1;1;1;14579201
737;Germany;Female;43;1;12553738;1;1;0;13851001
815;Spain;Female;39;6;0;1;1;1;8516788
614;Spain;Female;41;7;17991585;1;0;0;1466635
732;France;Female;40;10;0;2;1;0;15418908
762;Germany;Male;34;4;8881556;2;1;0;6856226
850;France;Male;31;3;0;2;1;0;12186687
649;Spain;Male;51;4;0;1;1;1;15039057
541;Germany;Male;51;7;9037328;2;1;0;17986179
641;France;Female;26;4;9154784;2;0;1;2815734
702;Spain;Male;32;8;7166774;1;1;1;12608218
549;Germany;Female;31;9;13502021;2;1;1;2334318
754;France;Male;38;2;0;2;1;0;18069832
556;France;Female;52;9;0;1;1;0;1751492
614;France;Male;40;6;0;1;1;1;2033979
580;Spain;Female;57;0;13682099;1;0;1;10852874
662;France;Female;29;10;0;2;1;0;13750831
524;France;Male;40;2;1805169;1;1;0;18000242
581;France;Male;41;8;0;2;0;0;2973714
566;France;Female;42;6;0;1;1;0;18070212
537;Germany;Female;46;5;1007275;1;0;1;14085776
555;France;Male;24;5;0;2;1;0;2751347
576;France;Male;63;9;7065548;1;0;0;789558
637;France;Male;40;8;12547081;1;1;1;17453617
617;France;Female;27;4;0;2;0;0;19026921
686;France;Male;38;6;14923897;1;1;1;9782523
451;Germany;Female;38;9;6148247;1;1;1;16753866
652;France;Female;40;8;843908;2;0;1;1078762
567;Spain;Male;40;4;1186288;1;0;0;9197363
750;France;Male;37;3;0;2;1;0;168702
710;France;Female;32;3;0;1;1;0;9479034
666;France;Male;46;5;12387319;1;1;1;17784406
691;Germany;Female;38;5;11475376;1;1;0;10766502
527;France;Male;32;0;0;1;1;0;10952388
653;France;Male;33;1;0;2;0;0;5337952
655;France;Female;50;10;0;4;1;0;17926794
679;Germany;Female;34;7;12106385;1;1;0;5698458
734;France;Male;51;1;11853747;1;1;1;11691245
498;Germany;Male;61;7;10245326;1;1;0;18724756
756;France;Female;24;1;0;2;1;0;18418225
782;Spain;Male;52;4;0;1;1;1;5275982
671;Spain;Female;29;6;0;2;0;0;1204867
604;France;Male;26;8;14954252;2;0;1;19791152
624;France;Female;45;3;6863957;1;1;0;16800231
607;Germany;Male;47;4;14882632;1;1;1;7945061
827;France;Female;60;2;0;2;0;1;6061583
651;Germany;Male;40;1;13476021;2;0;0;17443406
611;France;Female;61;3;13158359;4;0;1;6623823
668;Germany;Male;34;5;8024237;2;0;0;5678097
686;France;Female;43;0;0;1;1;1;1700729
645;France;Female;36;8;0;2;1;1;1209661
756;Spain;Male;30;2;14512785;1;0;0;755468
634;Spain;Female;41;4;0;2;1;1;16454974
655;Spain;Male;34;1;11611493;1;1;1;4949215
667;France;Female;38;6;14443204;1;1;1;7396317
582;France;Female;32;1;11640955;1;0;1;15279092
704;France;Male;31;0;0;2;1;0;18303833
748;France;Male;40;0;0;1;0;0;6041676
563;France;Male;33;8;0;2;0;1;6881505
634;Germany;Male;38;2;14843055;1;1;1;5605572
692;Germany;Male;53;7;15092699;2;0;0;11981719
600;France;Male;32;1;0;1;1;1;10198616
682;France;Female;46;2;0;1;1;1;11444266
682;France;Male;38;4;10719238;1;1;1;1566917
566;France;Male;42;3;10801078;1;1;1;1574861
550;Spain;Male;34;3;0;2;0;0;13128128
486;France;Male;63;9;9700915;1;1;1;85101
692;Germany;Male;45;6;15229683;4;0;1;10804086
850;Spain;Male;49;8;0;1;0;0;2586767
629;France;Male;35;1;17217036;1;1;1;15977737
647;France;Female;29;0;9826346;2;1;0;16471795
538;Germany;Female;28;6;16436544;1;0;1;569897
745;France;Male;21;4;13791045;1;1;1;17723523
730;Spain;Male;26;3;0;1;1;0;3454241
532;France;Male;44;3;14859555;1;1;0;7483864
850;Germany;Male;53;2;9407897;2;1;0;3698054
742;France;Female;28;2;19186451;1;1;0;10845799
740;France;Female;37;7;0;2;1;1;19427091
598;France;Female;64;9;0;1;0;1;1318137
724;France;Male;34;2;15448574;2;0;0;7856064
601;France;Male;50;2;11562507;1;1;0;18585521
804;France;Male;25;7;10839667;1;1;0;12827695
667;Germany;Male;43;1;10301845;1;1;0;3246239
518;France;Female;38;10;8476479;1;1;1;1622539
819;France;Female;38;10;0;2;1;0;304987
520;Spain;Female;35;4;11568081;1;1;1;902807
574;Spain;Female;28;7;0;2;0;0;1856603
508;France;Male;44;3;11545105;2;0;0;6723433
558;Germany;Male;32;4;10823591;1;1;1;14378328
751;France;Male;31;8;0;2;0;0;1755049
662;France;Male;34;2;0;2;0;1;2149727
633;Germany;Female;29;8;1049441;1;1;1;9768446
696;France;Male;22;9;149777;1;1;1;19803293
608;France;Female;28;9;0;2;1;1;12506202
665;France;Female;55;8;13635416;1;1;1;9376989
649;France;Male;38;1;122214;1;0;1;8896546
775;Germany;Male;70;6;11968488;2;1;1;7453202
569;Germany;Female;42;9;14610075;1;1;0;3257401
726;Spain;Female;56;8;1231109;3;0;1;13011378
471;France;Female;58;4;11471357;1;1;1;3631503
667;France;Male;23;1;0;2;1;0;9157319
623;Germany;Female;48;1;10807633;1;1;0;11885526
571;France;Male;32;5;13135425;1;1;0;12525653
741;Germany;Male;36;8;11699343;2;1;0;16881622
649;France;Female;41;2;12578523;1;1;1;7052392
689;France;Male;22;4;13644425;1;1;0;5198025
620;France;Male;36;8;0;2;1;1;14593799
599;France;Male;25;6;12038341;1;1;1;2490309
704;France;Male;42;8;1297353;2;1;1;17956557
698;Spain;Female;31;8;18507826;1;0;0;11533774
682;France;Male;42;0;0;1;1;1;16082898
700;Spain;Male;31;7;0;2;0;1;14515196
559;France;Male;29;1;0;2;0;0;15563976
689;France;Male;39;7;0;2;0;0;1491709
732;Germany;Female;61;9;9486718;2;1;1;1575276
597;France;Female;33;6;13570359;2;0;0;7485084
821;Germany;Female;37;5;10645353;2;0;1;127413
511;Germany;Female;40;9;1244016;1;1;0;19881424
532;Spain;Female;66;3;0;1;1;1;11522702
535;France;Female;45;2;0;2;0;1;17062155
646;France;Male;52;8;5966943;1;0;0;17249581
579;Germany;Male;28;6;15032915;1;1;0;14555842
688;France;Female;51;5;0;1;1;0;9162411
654;France;Male;42;7;9926309;1;1;1;676079
714;Spain;Female;33;10;10312133;2;1;1;4967201
628;France;Male;32;9;14913631;2;1;1;1640211
850;France;Male;30;9;12153518;1;0;0;4031347
609;France;Male;40;6;0;2;1;1;9741634
674;France;Male;45;7;14207202;1;1;0;3701329
525;France;Female;25;6;0;2;1;0;8956664
755;France;Female;43;9;0;2;1;0;1806669
715;France;Male;21;6;7646716;1;1;1;17351172
727;France;Female;26;9;12150828;1;1;1;14678544
671;Spain;Male;38;0;9267494;2;1;0;364757
831;Germany;Male;32;9;8026266;1;1;0;19486778
711;Germany;Female;35;2;13360775;1;1;1;12058632
559;France;Female;38;8;9513941;1;1;1;8657546
449;France;Female;37;6;0;2;1;0;8217648
703;Germany;Female;26;1;9733119;1;1;0;6371749
795;Germany;Male;37;2;13926563;2;1;1;19874594
594;France;Female;31;9;0;1;0;1;571911
613;Germany;Female;30;5;13156388;2;1;0;17063898
601;France;Male;44;3;0;2;1;0;3060711
531;France;Male;31;3;0;1;1;1;4258933
715;France;Female;35;3;0;1;1;1;15201236
802;Spain;Male;41;6;0;2;1;0;4732205
594;Germany;Male;38;6;6317644;2;1;1;1446608
596;France;Male;33;2;13945167;1;0;0;6314212
649;France;Female;52;8;4911375;1;1;0;4185843
698;France;Male;57;6;13632548;2;1;1;7254927
507;Germany;Female;46;8;10278516;1;1;1;7032368
685;Spain;Male;34;6;8326428;1;0;0;966328
499;Germany;Female;29;6;14805152;1;1;0;11862394
717;France;Female;76;9;13848966;1;1;1;6840014
510;France;Male;63;8;0;2;1;1;11529186
668;Germany;Female;39;0;12210479;1;1;0;11294667
687;Spain;Male;35;8;10098839;2;1;0;2224727
599;France;Male;44;10;11857724;1;1;1;3144852
718;Spain;Male;28;6;0;2;1;0;14687586
555;Spain;Female;26;9;0;2;0;1;15891803
763;Germany;Male;31;7;1439663;2;1;1;14026296
642;France;Male;40;1;15486315;1;1;1;13805251
616;Germany;Male;39;2;12170432;2;1;0;555563
840;France;Male;30;8;13629171;1;1;0;5411338
676;Germany;Female;26;1;10834866;1;0;0;6023174
491;Germany;Male;19;2;1258602;1;0;0;1296905
810;France;Female;51;5;0;2;0;1;18452474
535;France;Female;29;2;11236734;1;1;0;18563076
751;France;Male;47;5;14266993;2;1;0;16276096
532;France;Female;40;5;0;2;0;1;17709971
779;France;Male;62;10;11909655;1;0;1;11697789
526;Spain;Male;30;8;0;1;1;0;36251
674;Germany;Male;43;8;8595788;2;1;0;875739
659;France;Male;43;1;10608642;2;1;0;2690063
744;France;Male;47;9;0;2;1;0;11316317
636;France;Female;38;1;0;1;1;0;4501538
621;Germany;Male;27;1;7429843;1;1;1;5258196
607;France;Male;35;2;0;2;1;1;1141903
680;France;Male;33;1;12308208;1;1;0;13496098
806;Germany;Male;31;10;13865351;1;1;0;19080337
740;France;Female;30;8;10520954;1;1;0;185258
678;Germany;Female;43;2;15339318;2;1;1;19382827
483;France;Female;44;5;13683649;1;1;0;1923599
734;France;Female;54;3;0;1;1;0;13080554
627;Spain;Male;41;5;10088076;1;0;1;13466525
696;Spain;Male;60;8;8878681;1;1;1;1968584
526;Germany;Male;31;5;14553721;1;1;0;13240464
753;France;Female;39;7;1550628;1;1;1;1646077
590;Spain;Female;23;7;0;2;1;0;1967899
642;France;Male;30;8;8096457;2;1;0;1747382
832;Spain;Female;34;6;13819013;2;0;1;1465112
648;Germany;Female;39;3;12693598;2;0;1;5799574
664;France;Male;48;10;0;1;1;0;14017317
756;France;Male;60;2;0;1;1;1;16651349
653;Spain;Male;30;4;0;2;1;0;12073604
710;Germany;Female;24;2;11040744;2;0;0;1583243
548;France;Female;28;8;1167555;2;1;1;15858517
665;Germany;Male;32;1;13217867;1;0;0;1186576
485;France;Female;27;3;0;2;1;0;14144986
637;Germany;Female;36;10;14575045;2;1;1;9666076
801;France;Female;32;4;7517054;1;1;1;378985
692;France;Female;42;2;0;2;1;0;14522293
585;France;Female;28;6;1057959;1;1;1;4121909
690;France;Female;26;3;11809787;1;1;0;6125783
544;France;Male;23;1;964712;1;1;0;3555097
719;France;Male;69;3;0;2;1;1;5832006
515;Germany;Male;60;9;11371536;1;1;0;1842424
505;Germany;Female;37;10;12245397;2;1;1;5269399
576;Germany;Male;30;7;13217441;2;0;0;9376703
776;Spain;Male;39;2;10434945;1;0;0;7950305
850;Germany;Female;32;0;11696891;1;0;0;17509462
691;France;Male;26;9;13662319;1;1;0;153228
583;France;Female;29;10;0;2;1;1;11128585
679;France;Female;33;6;0;2;1;1;9801585
595;Spain;Male;36;6;8576842;1;1;1;2480277
527;France;Male;47;1;0;1;1;0;2131216
675;France;Male;54;6;0;1;1;0;11027384
580;France;Male;50;0;12564736;1;1;0;5754108
815;France;Male;24;7;17192272;1;0;1;17802896
611;France;Male;58;8;0;2;0;1;10766568
850;Germany;Male;43;0;10850882;3;1;0;1840448
614;France;Male;51;3;0;2;1;1;555237
850;France;Female;33;7;11800426;1;1;0;18398382
814;France;Male;48;9;13659685;1;1;1;1857919
735;Germany;Female;43;9;9880745;1;0;0;18457004
693;France;Male;37;1;0;2;1;1;8286755
640;France;Female;30;6;1074997;1;1;1;18763222
496;France;Female;41;1;17602405;2;1;0;18233798
528;Germany;Male;39;0;12763162;1;0;1;221978
592;Spain;Female;41;2;13873494;1;1;0;9002074
677;Germany;Male;28;0;143988;2;1;0;875569
786;France;Female;62;8;0;1;1;1;16570264
572;France;Female;38;7;0;2;1;1;13312262
523;France;Female;28;2;12116411;1;1;1;5993881
684;France;Male;54;6;0;2;1;1;948886
608;Spain;Female;63;3;13952993;2;1;1;17569616
682;France;Male;30;9;0;2;1;1;205342
634;France;Female;41;8;6821399;1;1;1;638246
487;Spain;Female;31;1;0;2;1;0;15875013
581;Spain;Female;31;6;0;2;1;0;18837721
599;Spain;Female;28;4;12683379;2;1;0;6084309
665;Germany;Female;45;5;15544765;2;1;0;5187195
474;Germany;Female;34;9;17631136;1;1;0;16021327
508;France;Female;31;7;0;2;1;1;612315
705;Germany;Female;33;5;1167657;1;0;0;19065917
739;Spain;Male;60;4;0;1;1;1;5163767
759;France;Female;33;9;16054136;2;0;0;9354114
747;Germany;Male;38;2;1297286;1;1;0;8928954
644;Germany;Female;40;4;7727008;2;1;1;1158001
665;Germany;Female;37;3;11191163;1;1;1;11035968
529;Germany;Male;72;5;9421605;1;1;1;7869568
803;Spain;Female;45;7;0;2;1;1;12837804
604;Spain;Female;26;3;0;2;1;0;15524862
738;France;Male;49;6;10677082;1;1;0;12349927
698;Germany;Male;39;9;13319119;2;0;1;5328949
710;France;Male;30;6;0;2;1;1;899117
759;France;Male;41;9;0;2;0;1;19029412
573;France;Female;23;2;0;1;1;0;12296418
694;France;Male;60;9;0;1;1;1;5708897
632;Spain;Female;29;7;8092275;1;1;0;782078
430;Germany;Male;36;1;13899248;2;0;0;12237342
582;Germany;Male;26;6;11445032;1;1;1;1408164
657;France;Female;37;2;0;2;1;1;766748
674;France;Female;26;10;0;2;1;1;1384231
680;France;Male;31;1;0;2;1;1;31482
493;Spain;Male;32;8;4616118;1;1;1;795774
769;Germany;Male;43;4;11018254;2;1;1;8753732
581;Spain;Male;49;10;0;2;0;0;4162359
465;France;Male;41;9;11722115;1;1;0;16828095
587;Germany;Female;37;6;10441403;1;1;0;19202602
692;France;Male;66;4;15973202;1;1;1;11818815
700;France;Female;32;3;0;1;0;0;9574037
646;Germany;Male;32;8;1053978;1;1;0;7811184
560;Spain;Female;31;5;12534169;1;1;0;7954739
612;France;Male;24;1;18270505;1;1;1;17183706
713;France;Male;33;6;9459848;1;0;0;19751966
770;France;Female;37;9;0;2;0;0;2271072
781;Spain;Male;35;4;8079074;1;1;0;11642951
428;France;Female;62;1;10773593;1;0;1;5838177
697;Spain;Female;37;7;16806687;1;1;0;3545053
791;France;Male;28;4;0;1;1;0;17443548
594;France;Male;40;9;12241717;2;0;1;19088269
769;France;Male;31;4;6129705;2;1;1;711802
729;Spain;Female;34;9;5329996;2;1;1;4285597
604;France;Male;33;3;0;1;1;0;4217113
614;Spain;Female;25;10;7521228;1;1;0;5896504
534;France;Male;35;2;8195174;2;1;0;11566853
643;Spain;Female;32;2;0;1;0;0;13130174
771;Spain;Male;18;1;0;2;0;0;4154295
692;France;Male;28;5;6158197;1;1;1;7017991
453;Spain;Female;42;5;0;3;1;0;8300849
408;France;Female;84;8;8787339;1;0;0;18848452
838;Spain;Female;67;4;1032678;1;1;1;7831004
675;France;Male;49;8;13513339;1;0;1;17952124
675;France;Female;61;5;6205517;3;1;0;16630516
647;Germany;Male;51;4;13115676;1;1;0;2988363
541;France;Female;32;4;0;1;1;1;11495142
637;France;Male;33;5;0;2;1;0;13994717
686;France;Male;35;4;0;1;1;0;881637
506;Germany;Male;28;8;5305376;1;0;1;2457734
826;France;Male;55;4;11528585;1;1;0;14012617
721;France;Male;41;2;0;2;1;0;16821975
677;France;Male;37;3;8836303;1;0;1;1179463
677;Spain;Male;56;5;12395997;1;1;1;6059072
652;Germany;Female;37;9;1452193;1;1;0;15913283
796;Germany;Female;40;1;9974595;1;1;0;17752419
613;France;Male;41;7;0;2;1;0;6029772
506;France;Female;57;6;0;2;0;1;19442112
667;Spain;Male;77;2;0;1;1;1;3470292
750;France;Female;47;7;12137615;2;1;0;544736
677;France;Female;36;7;0;1;1;0;4731875
798;France;Female;60;6;969561;1;1;0;3190744
792;Germany;Female;29;4;10760179;1;1;0;1892218
656;France;Male;46;9;14326714;2;0;0;19309943
740;France;Female;37;5;0;2;1;1;275284
663;Spain;Male;31;4;10343011;2;0;1;3647927
679;France;Male;45;3;14675824;1;1;0;4846689
542;France;Male;34;8;10111606;1;1;0;19639505
688;Germany;Female;46;0;7445825;1;0;1;686631
731;France;Male;30;7;0;2;1;1;18458168
699;France;Female;43;3;8076403;1;1;0;19937858
653;France;Male;29;2;0;2;1;1;4167181
750;France;Male;43;6;11388231;1;1;1;7456441
658;France;Female;32;9;0;2;1;0;15677475
650;Spain;Male;25;7;16059906;2;1;1;2839152
850;Spain;Male;22;3;0;1;1;1;14438554
612;France;Female;35;3;0;1;1;1;4810872
629;Spain;Female;44;6;12551298;2;0;0;7908276
652;Spain;Female;42;3;8349207;2;1;0;3791412
565;France;Male;34;7;0;1;0;0;7459384
707;France;Female;49;10;0;1;1;0;8296797
639;Spain;Female;39;1;14178915;1;1;0;9245596
709;Germany;Male;22;0;11294971;1;0;0;15523155
619;France;Male;25;4;0;1;1;0;14552436
715;Germany;Male;42;2;8812097;2;1;1;2133322
686;France;Female;31;1;0;2;1;0;480225
683;Spain;Male;38;3;12615284;1;0;0;1537875
796;Germany;Male;40;2;11322838;2;1;1;4641509
663;Spain;Male;27;8;0;1;1;1;18800799
777;France;Male;23;6;0;2;1;1;16322548
744;France;Male;29;1;0;1;0;0;8242297
837;France;Male;49;8;10330237;1;1;1;5097457
584;Spain;Male;36;4;8269609;2;0;0;8305814
599;Spain;Male;34;2;10150666;1;0;0;19803024
698;France;Male;47;5;15626531;2;0;0;105566
850;France;Male;61;1;0;1;1;0;5306783
579;Spain;Female;59;3;14802112;1;1;1;7487822
638;Germany;Male;27;4;13509605;1;1;1;18652372
660;Germany;Male;28;2;17089005;2;1;0;417589
705;France;Female;38;3;12389443;1;1;0;211771
727;Germany;Male;58;5;10691343;1;1;0;25881
699;Spain;Male;31;6;11449368;1;0;0;13839632
850;Germany;Male;51;4;12442599;1;0;0;11854549
668;Spain;Male;34;0;0;1;0;0;9998486
594;Spain;Female;38;10;0;2;1;0;5833291
756;France;Female;42;9;0;2;1;0;3567342
664;France;Female;31;9;11451957;2;0;1;7922202
682;Germany;Female;29;6;10101277;1;0;0;3258989
725;France;Female;44;10;0;1;0;1;9377761
548;Spain;Male;44;8;0;1;1;0;1698977
794;Germany;Male;57;3;11705646;1;1;0;9333693
722;France;Male;46;5;0;2;1;0;17990871
598;Spain;Female;23;6;0;2;1;0;15322919
628;Germany;Male;50;4;12222771;1;0;1;1421777
711;France;Male;28;8;0;2;1;1;6428639
554;France;Female;48;7;0;2;1;1;6370807
611;France;Female;37;6;0;2;1;0;11078288
631;France;Male;26;1;14914461;1;0;1;12369795
746;France;Male;36;9;12715704;1;1;1;15570015
679;Germany;Female;32;0;8833505;1;0;0;15958481
674;France;Female;28;3;0;1;1;0;5153699
620;Germany;Male;40;5;10819711;2;1;0;4972234
623;France;Male;40;6;0;2;1;1;6611907
530;France;Male;39;2;0;2;1;0;19792305
630;France;Male;40;8;0;2;1;1;4249581
570;Spain;Male;21;7;11609982;1;1;1;14808762
526;Germany;Female;32;6;13193892;2;1;1;179593
778;France;Female;33;9;15177263;2;0;0;18024994
677;France;Female;72;8;0;2;1;1;15360444
588;France;Female;64;3;0;1;1;1;18970365
709;France;Male;31;6;0;2;1;1;7100984
642;Germany;Female;56;6;10324486;2;1;0;14304972
723;Germany;Female;28;5;9193831;1;1;0;14348185
549;Germany;Male;45;6;12424093;1;1;1;14637251
673;Germany;Female;25;3;10824482;2;1;1;10357396
496;France;Female;29;4;0;2;1;0;16480689
655;Spain;Male;37;1;0;1;1;1;10604097
686;Germany;Male;43;2;13489603;1;1;1;9784705
539;Spain;Male;36;6;0;3;1;1;11895964
850;France;Male;29;1;0;2;0;0;15299689
706;France;Female;35;8;17803253;1;0;1;4218168
698;France;Male;37;5;9840061;2;0;0;2501728
707;Spain;Female;32;4;13283556;1;0;0;13687724
649;France;Male;46;5;0;2;1;1;769466
612;France;Female;31;8;11798976;1;1;1;5412986
682;France;Male;61;10;736882;1;1;1;17214133
554;Germany;Male;43;5;9990689;1;0;0;2498339
807;France;Female;47;9;16766483;1;0;0;12544011
594;France;Female;34;7;14152555;1;0;0;944315
729;France;Female;34;9;13212171;1;0;1;10540931
607;France;Male;31;8;0;2;1;1;431965
476;France;Male;37;4;0;1;1;1;5577584
509;France;Male;30;6;0;2;1;0;18059886
685;Spain;Male;40;7;7489692;1;1;0;1986942
620;Spain;Male;21;9;0;2;0;0;15488279
673;France;Male;65;0;0;1;1;1;8573333
614;France;Male;46;4;0;1;1;0;7437957
626;France;Female;44;2;0;1;0;1;17311722
644;Germany;Female;32;8;14152888;1;1;1;16708734
666;France;Male;30;7;1098053;1;0;1;16362556
708;France;Male;32;10;8661406;2;1;1;17212926
496;Germany;Female;59;7;916801;2;1;0;16314118
696;Spain;Male;40;3;15363911;1;1;1;13835168
701;Spain;Female;33;7;12387007;1;1;0;9779471
604;France;Male;30;5;0;2;1;0;7578655
639;France;Female;60;5;16203978;1;1;1;8436172
589;France;Female;59;2;0;2;1;1;12616024
514;Spain;Male;66;9;0;2;1;1;1423431
694;Germany;Male;33;4;12406732;1;1;1;7790687
480;France;Male;40;6;14879061;1;0;1;793297
811;France;Male;46;9;18022624;1;1;0;1346464
620;Spain;Male;31;2;16683386;2;1;1;1351716
680;Germany;Male;44;0;12997479;2;1;1;3339138
662;Germany;Male;39;5;13982211;2;1;1;1462199
501;Germany;Male;27;4;9533183;2;1;0;13210476
769;France;Female;38;2;0;2;0;0;7557867
479;Spain;Male;27;2;17246345;1;1;1;4031527
738;Spain;Male;38;5;17799707;1;0;1;1923341
658;France;Male;32;8;0;1;1;1;8041068
720;Spain;Male;21;2;12320078;1;1;1;18071228
803;Germany;Male;41;9;1377429;2;1;1;16695782
452;France;Female;60;6;12173049;1;1;1;14296329
510;France;Female;26;6;13621408;1;0;0;15974233
559;France;Male;45;8;2404345;1;0;1;16978145
689;France;Female;58;5;0;2;0;1;4984886
626;Germany;Male;39;10;13228792;3;1;1;5146792
823;France;Female;44;1;0;2;0;1;1824957
646;France;Female;34;3;13128311;1;0;0;13050065
672;France;Female;50;1;0;1;1;0;1210682
583;France;Female;31;4;15897879;1;1;0;1253892
730;Spain;Male;62;5;11218108;1;0;1;6151387
635;Germany;Female;37;9;14674807;1;0;1;1140758
850;France;Male;55;6;0;1;1;0;94441
601;France;Female;40;3;9205536;1;0;1;16465202
691;Spain;Male;40;1;0;2;1;1;14561317
628;Spain;Male;42;7;0;2;0;1;17296787
675;Spain;Male;32;10;0;2;1;0;19154565
712;Spain;Male;52;9;0;1;1;1;11797745
540;Spain;Female;28;6;8412104;1;0;1;8069854
712;France;Female;29;3;8737578;2;0;0;16619453
789;Germany;Male;51;3;10467709;1;1;0;7426538
775;Germany;Male;32;8;12166923;1;0;1;12589839
841;Germany;Female;33;7;15496979;2;1;1;9950575
637;France;Female;63;5;0;1;1;0;2809277
500;France;Male;45;2;10916282;1;1;1;12614508
655;France;Male;44;8;8747163;1;0;1;18859398
666;France;Female;33;2;14722965;1;1;1;5641017
658;France;Female;24;2;0;2;1;1;8469449
761;France;Female;33;6;13805379;2;1;0;14877941
751;France;Male;29;3;15959745;1;1;0;3993441
627;Germany;Female;37;7;14736157;1;1;1;13303196
513;Spain;Female;42;10;0;2;0;1;7315125
741;Spain;Male;43;0;0;2;1;1;292063
716;Spain;Male;33;2;0;2;1;1;9291653
486;France;Male;26;2;0;2;1;1;313994
675;Spain;Male;35;8;0;2;1;0;2906225
612;Spain;Male;35;1;0;1;1;1;8325626
565;France;Female;38;5;12664513;1;1;1;16830355
682;France;Male;55;9;0;1;1;0;1533568
767;France;Female;34;8;0;2;1;0;9476777
589;Germany;Female;19;9;8349511;1;1;1;14302231
543;Germany;Female;25;1;14656601;1;0;1;16140748
850;France;Male;40;6;0;1;1;0;13698508
740;France;Female;37;9;0;2;1;1;7322531
559;France;Female;42;7;0;2;1;1;19004029
492;France;Male;35;4;14135937;2;1;0;3951953
636;France;Female;39;3;11833614;1;1;0;18469177
793;Spain;Male;63;0;0;2;0;1;2716675
768;France;Female;26;5;5111626;1;1;1;7045479
732;France;Female;34;8;12233843;2;1;0;18798585
637;Spain;Female;54;5;0;1;0;1;15083698
489;France;Female;38;5;11728992;1;0;0;8523188
790;Spain;Female;37;3;0;3;0;0;9889732
515;France;Male;41;8;0;2;1;1;18505414
536;France;Female;35;8;0;1;1;0;17184024
554;Spain;Female;41;4;11215289;1;0;1;3624219
714;Germany;Male;53;1;9914186;1;1;1;7249605
577;Germany;Female;31;4;6121118;1;1;1;14525043
538;Spain;Male;68;9;0;2;1;0;1104405
602;France;Male;38;7;11183594;2;1;0;12438961
615;France;Male;32;1;0;2;0;0;213925
555;Spain;Male;50;7;128061;2;1;1;623751
641;France;Female;40;7;0;1;1;0;12699667
784;France;Male;38;5;13671291;1;0;1;16992092
576;France;Female;41;4;11260991;1;0;0;19103518
638;France;Male;34;5;13350136;1;0;1;15564304
508;France;Male;31;8;7254148;1;1;0;12980308
581;France;Female;55;6;0;1;1;1;2244213
691;Spain;Male;21;3;10300094;1;1;1;10464858
708;Spain;Female;64;5;0;3;0;1;11252007
850;France;Male;38;5;0;2;1;0;1649164
647;Germany;Female;35;3;16651863;2;1;0;14793046
743;Spain;Male;41;7;0;1;1;0;16373609
615;Germany;Male;24;8;10852807;2;0;0;17948841
840;Spain;Female;36;6;0;2;1;0;14136427
545;Germany;Female;44;2;12753644;1;1;0;10839863
678;France;Male;66;8;0;2;1;1;4711703
